article,biomonitoring,biomonitoring/effect_marker,biomonitoring/effect_marker/biomarker,biomonitoring/effect_marker/biomarker/gene,biomonitoring/effect_marker/biomarker/molecule,biomonitoring/effect_marker/biomarker/molecule/lipid,biomonitoring/effect_marker/biomarker/molecule/other_molecule,biomonitoring/effect_marker/biomarker/molecule/protein,biomonitoring/effect_marker/biomarker/other,biomonitoring/effect_marker/biomarker/oxidative_stress,biomonitoring/effect_marker/physiological_parameter,biomonitoring/exposure_biomarker,biomonitoring/exposure_biomarker/adipose_tissue,biomonitoring/exposure_biomarker/blood,biomonitoring/exposure_biomarker/blood/children,biomonitoring/exposure_biomarker/blood/cord_blood,biomonitoring/exposure_biomarker/blood/pregnant_women,biomonitoring/exposure_biomarker/blood/workers,biomonitoring/exposure_biomarker/hair_nail,biomonitoring/exposure_biomarker/hair_nail/children,biomonitoring/exposure_biomarker/hair_nail/pregnant_women,biomonitoring/exposure_biomarker/hair_nail/workers,biomonitoring/exposure_biomarker/mothers_milk,biomonitoring/exposure_biomarker/other,biomonitoring/exposure_biomarker/placenta,biomonitoring/exposure_biomarker/urine,biomonitoring/exposure_biomarker/urine/children,biomonitoring/exposure_biomarker/urine/pregnant_women,biomonitoring/exposure_biomarker/urine/workers,exposure_routes,exposure_routes/combined,exposure_routes/dermal_uptake,exposure_routes/dermal_uptake/children,exposure_routes/dermal_uptake/pregnant_women,exposure_routes/dermal_uptake/workers,exposure_routes/inhalation,exposure_routes/inhalation/modeled_exposure,exposure_routes/inhalation/modeled_exposure/children,exposure_routes/inhalation/modeled_exposure/pregnant_women,exposure_routes/inhalation/modeled_exposure/workers,exposure_routes/inhalation/other,exposure_routes/inhalation/other/children,exposure_routes/inhalation/other/pregnant_women,exposure_routes/inhalation/other/workers,exposure_routes/inhalation/personal_measurement,exposure_routes/inhalation/personal_measurement/children,exposure_routes/inhalation/personal_measurement/pregnant_women,exposure_routes/inhalation/personal_measurement/workers,exposure_routes/oral_intake,exposure_routes/oral_intake/drinking_water,exposure_routes/oral_intake/drinking_water/children,exposure_routes/oral_intake/drinking_water/pregnant_women,exposure_routes/oral_intake/dust,exposure_routes/oral_intake/dust/children,exposure_routes/oral_intake/dust/pregnant_women,exposure_routes/oral_intake/dust/workers,exposure_routes/oral_intake/food,exposure_routes/oral_intake/food/children,exposure_routes/oral_intake/food/pregnant_women,exposure_routes/oral_intake/products,exposure_routes/oral_intake/products/children,exposure_routes/oral_intake/products/pregnant_women,exposure_routes/oral_intake/soil,exposure_routes/oral_intake/soil/children,exposure_routes/oral_intake/soil/pregnant_women,exposure_routes/oral_intake/soil/workers,site_comparisons,site_comparisons/polluted_area,site_comparisons/workplace
"BACKGROUND The effect of mercury on the cardiovascular system has been recently reported , but the mechanisms and its nature , especially in low dose ranges , still need to be confirmed .
In this cross-sectional study , the hair mercury was analyzed in relation to the cardiac autonomic activity among community residents nearby to an industrial complex in Korea .
METHODS A hair sample was obtained from the occiput and was analyzed using a DMA-80 ( Milestone , Italy ) mercury analyzer .
We measured cardiovascular risk factors , including serum total cholesterol , serum triglyceride , HDL cholesterol , systolic and diastolic blood pressure , body mass index ( BMI ) , past history of hypertension , diabetes , and dyslipidemia as potential confounders .
As an end point , heart rate variability was assessed for 5 min , in time and frequency domains , using SA-3000P ( Medi-core , Korea ) .
For the time domain , standard deviation of the NN intervals ( SDNN ) was measured .
For the frequency domains , very low frequency ( VLF , <or=0.04 Hz ) , low frequency ( LF , 0.04-0.15 Hz ) , high frequency ( HF , 0.15-0.4 Hz ) , total power ( TP , approximately <or=0.4 Hz ) , LF/HF ratio , LF norm ( LF/LF+HF ) , and HF norm ( HF/LF+HF ) were measured .
The association between hair mercury concentration and heart rate variability was assessed after controlling for covariates , including age , gender , socioeconomic status , and other relevant cardiovascular risk factors .
RESULTS In total , 1589 subjects with a mean age of 33 years ( range : 5-83 ) were included in the final analysis .
Hair mercury concentration ranged from 0.01 to 13.36 ppm with a geometric mean of 0.83 microg/g .
The hair mercury level was elevated for males , adults , and fish ( especially sashimi ) consumers , and higher household income group .
When age was categorized into decades and analyzed separately , mercury significantly reduced HF measure in the second decade of age in Siwha area ( beta=-0.193 , p=0.0469 ) and in the first decade of age in Banwol area ( beta=-0.520 , p=0.0129 ) .
HF parameter decreased by 8.4% [ 95% confidence interval : 2.2-15.1% ] with an 1 ppm increase in hair mercury concentration after adjusting for other selected variables in the multiple linear regression analysis .
CONCLUSIONS The results suggest that mercury may affect the cardiac autonomic activity through parasympathetic dysfunction even at low exposure levels .",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"More than 2,000 arsenic-related skin lesions ( as at 2002 ) in a few villages of China's Southwest Guizhou Autonomous Prefecture represent a unique case of endemic arseniasis related with indoor combustion of high-arsenic coal .
The skin lesion prevalence was significantly higher in ethnic Han villagers than in ethnic Hmong villagers .
This study was focused on a possible involvement of XPD/ERCC2 G23591A and A35931C polymorphisms in risk modulation of skin lesions and in the body burden of As in this unique case of As exposure .
G23591A and A35931C were genotyped by a PCR-based procedure .
Total As contents in hair and urine samples as well as environmental samples of the homes of the two ethnic clans were analysed .
A significant higher presentation of A/A35931 ( homozygous wild ) genotype in both clans was found in skin lesion patients , compared with their asymptomatic fellow villagers ( 67.1 vs. 46.3% , OR 2.36 , 95% CI 1.35-4.14 , P=0.002 ) .
Interestingly , the population frequencies of the A/A35931 genotype did not show significant differences between ethnic Han villagers and their Hmong neighbours ( 47.1 vs. 45.5% ) .
Very low frequencies of homozygous and heterozygous variant genotypes of G23591A were recorded in the residents in target village .
G/A23591 and A/A23591 were detected only in 3.2% ( 8/244 ) and 0.8% ( 2/244 ) of the villagers , respectively .
The polymorphic status at the locus of A35931C might modulate the risk for arsenic-related skin lesions in the investigated groups .",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PURPOSE Chronic arsenic exposure at levels found in US drinking water has been associated with bladder cancer .
While arsenic is a known carcinogen , recent studies suggest that it is useful as a therapeutic agent for leukemia .
This study examined the relationship between arsenic exposure and bladder cancer mortality .
METHODS We studied 832 cases of bladder cancer diagnosed in New Hampshire from a population-based case-control study .
Individual exposure to arsenic was determined in home drinking water using ICP-MS and in toenail samples by instrumental neutron activation analysis .
RESULTS Among the high arsenic exposure group , found using toenail arsenic level or arsenic consumption , cases experienced a de-escalated survival hazard ratio ( HR ) [ high ( > or =75 percent ) versus low ( <25th percentile ) toenail arsenic overall survival HR 0.5 ( 95% CI 0.4-0.8) ] , controlled for tumor stage , grade , gender , age and treatment regimen .
This association was found largely among invasive tumors , in smokers and was not modified by TP53 status .
Bladder cancer cause-specific survival showed a similar trend , but did not reach statistical significance [ HR 0.5 ( 95% CI 0.3-1.1) ] .
CONCLUSIONS Arsenic exposure may be related to the survival of patients with bladder cancer .",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The skin is an organ that is highly sensitive to chronic arsenic ( As ) exposure .
Skin lesions such as hyperkeratoses ( HKs ) are common early manifestations of arsenicosis in humans .
HKs can be precursor lesions of nonmelanoma skin cancers ( NMSCs ) , but the driving forces behind their formation and how they may ultimately progress to NMSCs are unknown .
The goal of this study was to examine the global gene expression profiles of As-related HKs in an effort to better understand gene expression changes that are potentially associated with early stages of As carcinogenesis .
HK biopsies were removed from individuals living in an arsenicosis-endemic region in Inner Mongolia who had been exposed to high As levels in their drinking water for >20 years .
Gene expression profiling was performed on RNA isolated from 7 individuals in this group and from 4 lesion-free skin samples from healthy individuals .
Consistent with the pathological characteristics of the HK lesions , major functional categories and known canonical pathways represented by altered transcripts include those involved in development , differentiation , apoptosis , proliferation , and stress response .
The results of this study may help define a signature profile of gene expression changes associated with long-term As exposure in the skin .",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cadmium and other metallic ions can act as metalloestrogens and endocrine disruptors of reproductive tissues and fetal development in mammals , including humans .
The detrimental effects occur with respect to the synthesis of both steroid and polypeptide hormones in the placenta .
Leptin is produced by the trophoblast and may regulate fetal organogenesis and development .
In human term placentas , concentrations of toxic metals and their effects on steroidogenesis were assessed in healthy parturients ( 109 non-smokers and 99 smokers ) in relation to tobacco smoking .
Trace elements ( cadmium , lead , iron , zinc and copper ) were analyzed in placentas using atomic absorption spectroscopy , and steroid hormones ( progesterone and estradiol ) were assayed in placental samples by an enzyme-immunometric method .
Cadmium concentrations were doubled in placentas of smokers as compared with non-smokers , and placental lead and zinc concentrations increased significantly .
Placental concentrations of iron , copper , progesterone and estradiol did not differ .
In addition , human trophoblast cells were co-cultured with 0 , 5 , 10 or 20 microm CdCl(2) for 96 h and leptin mRNA assessed by quantitative polymerase chain reaction .
Leptin mRNA declined dose-responsively as a result of CdCl(2) exposure .
Collectively , the results confirm that human placental tissue offers a unique opportunity to biomonitor cadmium exposure in both the maternal and the internal fetal environments .
In addition , the results strongly suggest that cadmium may cause a decline in placental leptin synthesis , as we have previously shown for placental progesterone production .
This may constitute further evidence of the endocrine-disrupting effects of cadmium , as a constituent of tobacco smoke , on reproduction in women .",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cadmium ( Cd ) is a widespread , highly toxic environmental pollutant known to accumulate in human placenta .
The aim of the present study was to elucidate to what extent the accumulation of Cd in human placenta interacts with the transport of micronutrients to the fetus .
Cd and micronutrients were measured in placenta and umbilical cord blood from 44 non-smoking , rural Bangladeshi women , using ICPMS .
Metallothionein ( MT ) protein expression was determined in placenta using Western blot .
Cd in placenta ( median 110 microg/kg dry weight , 20 microg/kg wet weight ) was positively associated with maternal urinary Cd .
It was also positively associated with Cd in umbilical cord blood ( median 0.16 microg/kg ) , but negatively associated with zinc ( Zn ; median 3mg/kg ) in umbilical cord blood .
Umbilical cord blood Zn was positively associated with birth anthropometry measures , and the Cd-related impairment of Zn in umbilical cord blood seemed to decrease size at birth .
In multivariate analysis , MT protein expression was associated with Cd ( positively ) in placenta , but not with Zn or copper ( Cu ) in placenta .
In conclusion , the Cd concentrations in placenta were clearly elevated , which seemed to impair Zn transfer to the fetus .
Induction of MT explained the placental accumulation of Cd , but not the impairment of Zn transport .",1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Characterization of prenatal exposure to hazardous chemicals most often relies upon the analysis of cord blood .
However , human placenta is an appropriate tissue alternative with noteworthy advantages .
Owing to analytical challenges , reports on placental levels of toxic chemicals are limited .
The purpose of this study was to establish a reliable , cost-effective , and relatively fast and simple method to extract polybrominated diphenyl ethers ( PBDEs ) from human placenta for analysis using gas chromatography coupled with mass spectrometry ( GC/MS ) .
The matrix solid phase dispersion ( MSPD ) method was optimized for the extraction and analysis of 43 PBDEs ( including BDE209 ) from human placenta samples .
Different sorbents , sample conditions , grinding methods , elution solvents , and single and repeated extractions were compared for their effects on the extraction efficiency .
The performance of the optimized method was validated by analyzing spiked placenta samples and a standard reference material of fish tissue .
Congener specific PBDE recovery ranged from 91% to 114% for the spiked samples and 89% to 115% for a standard reference material ( SRM ) of fish tissue .
The optimized MSPD procedure was compared with two conventional extraction methods .
The extraction efficiency of MSPD was found to be comparable with that of the traditional Soxhlet method and superior to that using a liquid extraction method .
Twenty two PBDEs were detected in all of the five samples collected in Chicago in 2008 .
This is the first description of PBDEs detected in human placentas in the U.S .",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Although occupational benzene exposure of refinery workers has been studied for decades , no extensive analysis of historical industrial hygiene data has been performed focusing on airborne concentrations at specific refineries and tasks .
This study characterizes benzene exposures at the ExxonMobil Baytown , TX , refinery from 1978 to 2006 to understand the variability in workers ' exposures over time and during different job tasks .
Exposures were grouped by operational status , job title , and tasks .
More than 9000 industrial hygiene air samples were evaluated ; approximately 4000 non-task ( > 3\u2009h ) and 1000 task-related ( < 3\u2009h ) personal samples were considered .
Each sample was assigned to one of 27 job titles , 29 work areas , and 16 task bins ( when applicable ) .
Process technicians were sampled most frequently , resulting in the following mean benzene concentrations by area : hydrofiner ( n=245 , mean=1.3\u2009p.p.m. ) , oil movements ( n=286 , mean=0.23\u2009p.p.m. ) , reformer ( n=575 , mean=0.10\u2009p.p.m. ) , tank farm ( n=9 , mean=0.65\u2009p.p.m. ) , waste treatment ( n=446 , mean=0.13\u2009p.p.m. ) , and other areas ( n=460 , mean=0.062\u2009p.p.m. ) .
The most frequently sampled task was sample collection ( n=218 , mean=0.40\u2009p.p.m. ) .
Job title and area did not significantly impact task-related exposures .
Airborne concentrations were significantly lower after 1990 than before 1990 .
Results of this task-focused study may be useful when analyzing benzene exposures at other refineries .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The purposes of this study were to assess the hair mercury concentration of women of childbearing age in Taiwan , and to calculate a hazard quotient ( HQ ) to evaluate the risk of fish consumption for these women .
We also examined perceptions of risk associated with fish consumption and whether women in our study changed their habits in response to such risks .
The average concentration of mercury was 1.73+/-2.12microgg(-1) ( range : 0.02-16.34microgg(-1) ) , exceeding the US EPA reference dose of 1microgg(-1) in 52.9% of study subjects .
The WHO tolerance limit of 10microgg(-1) was exceeded in 1.5% of study subjects .
Hair mercury concentration in groups who consumed fish was significantly higher than in groups who never consumed fish ( p<0.05 ) .
The hazard quotient ( exposure estimate/oral reference dose ) exceeded 1.0 for 29% of subjects , based on the US EPA's reference dose ( 0.1microgkg(-1)d(-1) ) , and the average HQ equaled 1.26 .
When told that some fish contain high levels of mercury that may be harmful for unborn babies , 67.6% of women still indicated that they would not change their amount of fish intake .
The high hair mercury concentrations among women of childbearing age in Taiwan are a cause for concern , due to the effect on babies ' brain development .
The government should provide specific information about risks and benefits of fish consumption for women to make risk-balancing decisions .",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BACKGROUND High-chronic arsenic exposure in drinking water is associated with increased cardiovascular disease risk .
At low-chronic levels , as those present in Spain , evidence is scarce .
In this ecological study , we evaluated the association of municipal drinking water arsenic concentrations during the period 1998-2002 with cardiovascular mortality in the population of Spain .
METHODS Arsenic concentrations in drinking water were available for 1721 municipalities , covering 24.8 million people .
Standardized mortality ratios ( SMRs ) for cardiovascular ( 361,750 deaths ) , coronary ( 113,000 deaths ) , and cerebrovascular ( 103,590 deaths ) disease were analyzed for the period 1999-2003 .
Two-level hierarchical Poisson models were used to evaluate the association of municipal drinking water arsenic concentrations with mortality adjusting for social determinants , cardiovascular risk factors , diet , and water characteristics at municipal or provincial level in 651 municipalities ( 200,376 cardiovascular deaths ) with complete covariate information .
RESULTS Mean municipal drinking water arsenic concentrations ranged from <1 to 118 microg/L .
Compared to the overall Spanish population , sex- and age-adjusted mortality rates for cardiovascular ( SMR 1.10 ) , coronary ( SMR 1.18 ) , and cerebrovascular ( SMR 1.04 ) disease were increased in municipalities with arsenic concentrations in drinking water > 10 microg/L .
Compared to municipalities with arsenic concentrations < 1 microg/L , fully adjusted cardiovascular mortality rates were increased by 2.2% ( -0.9% to 5.5% ) and 2.6% ( -2.0% to 7.5% ) in municipalities with arsenic concentrations between 1-10 and >10 microg/L , respectively ( P-value for trend 0.032 ) .
The corresponding figures were 5.2% ( 0.8% to 9.8% ) and 1.5% ( -4.5% to 7.9% ) for coronary heart disease mortality , and 0.3% ( -4.1% to 4.9% ) and 1.7% ( -4.9% to 8.8% ) for cerebrovascular disease mortality .
CONCLUSIONS In this ecological study , elevated low-to-moderate arsenic concentrations in drinking water were associated with increased cardiovascular mortality at the municipal level .
Prospective cohort studies with individual measures of arsenic exposure , standardized cardiovascular outcomes , and adequate adjustment for confounders are needed to confirm these ecological findings .
Our study , however , reinforces the need to implement arsenic remediation treatments in water supply systems above the World Health Organization safety standard of 10 microg/L .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
